Location,Site,SiteCode,GenusSpecies,CoverPerc,Family,Genus,Species
Ingram,Edge,32,Byrs.luc,,,,
Ingram,Edge,32,Liat.ten,,,,
Ingram,Edge,32,Quer.vir,,,,
Ingram,Edge,32,Dich.ens,,,,
Ingram,Edge,32,Pass.bif,,,,
Ingram,Edge,32,Crot.pum,,,,
Ingram,Edge,32,Jasm.dic,,,,
Ingram,Edge,32,Rand.acu ,,,,
Ingram,Edge,32,Piri.cis,,,,
Ingram,Edge,32,Trem.mic,,,,
Ingram,Edge,32,Meli.rep,,,,
Ingram,Edge,32,Geob.obl,,,,
Ingram,Edge,32,Pity.gra,,,,
Ingram,Edge,40.1.1,,,,,
Ingram,Edge,40.1.1,Mico.bic,10,,,
Ingram,Edge,40.1.1,Neph.bro,50,,,
Ingram,Edge,40.1.1,Macr.lat,5,,,
Ingram,Edge,40.1.1,Viti.rot,40,,,
Ingram,Edge,40.1.1,Myrs.cub,15,,,
Ingram,Edge,40.1.1,Sere.rep,10,,,
Ingram,Edge,40.1.1,Smil.aur,10,,,
Ingram,Edge,40.1.1,Part.qui,1,,,
Ingram,Edge,40.1.1,Toxi.rad,10,,,
Ingram,Edge,40.1.1,Jasm.dic,1,,,
Ingram,Edge,40.1.1,Pter.aqu,5,,,
Ingram,Edge,40.1.1,Lant.inv,20,,,
Ingram,Edge,40.1.1,Euph.het,1,,,
Ingram,Edge,40.1.1,Ardi.esc,1,,,
Ingram,Edge,40.1.1,Abru.pre,1,,,
Ingram,Edge,40.1.1,Rhyn.min,1,,,
Ingram,Edge,40.1.1,Pass.bif,1,,,
Ingram,Edge,40.1.1,Gali.ber,1,,,
Ingram,Edge,40.1.10,Emil.fos,,,,
Ingram,Edge,40.1.10,Chro.odo,,,,
Ingram,Edge,40.1.10,Crot.pum,,,,
Ingram,Edge,40.1.10,Smil.hav,,,,
Ingram,Edge,40.1.10,Schi.ter,,,,
Ingram,Edge,40.1.10,Zami.int,,,,
Ingram,Edge,40.1.10,Anem.adi,,,,
Ingram,Edge,40.1.10,Psyc.ner,,,,
Ingram,Edge,40.1.10,Andr.glo,,,,
Ingram,Edge,40.1.10,Cocc.arg,,,,
Ingram,Edge,40.1.10,pass.sub,,,,
Ingram,Edge,40.1.10,Guet.sca,,,,
Ingram,Edge,40.3.1,,,,,
Ingram,Edge,40.3.1,Sere.rep,30,,,
Ingram,Edge,40.3.1,Koan.vil,10,,,
Ingram,Edge,40.3.1,Lant.inv,5,,,
Ingram,Edge,40.3.1,Pter.aqu,25,,,
Ingram,Edge,40.3.1,Rhus.cop,1,,,
Ingram,Edge,40.3.1,Rhyn.min,1,,,
Ingram,Edge,40.3.1,Crot.pum,1,,,
Ingram,Edge,40.3.1,Mori.roy,1,,,
Ingram,Edge,40.3.1,Schi.gra,1,,,
Ingram,Edge,40.3.1,Schi.san,1,,,
Ingram,Edge,40.3.1,Symp.adn,1,,,
Ingram,Edge,40.3.1,Guet.sca,1,,,
Ingram,Edge,40.3.10,Andr.glo,,,,
Ingram,Edge,40.3.10,Mico.bic,,,,
Ingram,Edge,40.3.10,Toxi.rad,,,,
Ingram,Edge,40.3.10,Trag.sax,,,,
Ingram,Edge,40.3.10,Myrs.cub,,,,
Ingram,Edge,40.3.10,Smil.aur,,,,
Ingram,Edge,40.3.10,Viti.rot,,,,
Ingram,Edge,40.3.10,Rand.acu,,,,
Ingram,Edge,40.3.10,Chap.den,,,,
Ingram,Edge,40.3.10,Soli.odo,,,,
Ingram,Edge,40.3.10,Part.qui,,,,
Ingram,Edge,40.3.10,Chio.pin,,,,
Ingram,Edge,40.3.10,Rhyn.ren,,,,
Ingram,Edge,40.3.10,Anem.adi,,,,
Ingram,Edge,40.3.10,Schi.ter,,,,
Ingram,Edge,40.3.10,Cass.fil,,,,
Ingram,Edge,40.3.10,Bide.alb,,,,
Ingram,Edge,40.3.10,Pasp.blo,,,,
Ingram,Edge,40.3.10,Agal.fas,,,,
Ingram,Edge,40.3.10,Bacc.glo,,,,
Ingram,Edge,40,Sorg.sec,,,,
Ingram,Edge,40,Trem.mic,,,,
Ingram,Edge,40,Anga.ber,,,,
Ingram,Edge,40,Echi.umb,,,,
Ingram,Edge,40,Cham.dee,,,,
Ingram,Edge,40,Meto.tox,,,,
Ingram,Edge,40,Pasp.blo,,,,
Ingram,Edge,40,Soli.odo,,,,
Ingram,Edge,40,Cass.fil,,,,
Ingram,Edge,40,Jacq.cur,,,,
Ingram,Edge,40,Rand.acu,,,,
Ingram,Edge,40,Agal.fas,,,,
Ingram,Edge,40,Phyl.pen,,,,
Ingram,Edge,40,Piri.cis,,,,
Ingram,Edge,40,Saba.pal,,,,
Ingram,Edge,40,Cros.ili,,,,
Ingram,Edge,40,Andr.ter,,,,
Ingram,Edge,40,Neyr.rey,,,,
Ingram,Edge,40,Quer.vir,,,,
Ingram,Edge,40,Meli.rep,,,,
Ingram,Edge,40,Echi.umb,,,,
Ingram,Edge,40,Cham.hyp,,,,
Ingram,Edge,40,Symp.adn,,,,
Ingram,Edge,40,Rhyn.flo,,,,
Ingram,Edge,40,Mori.roy,,,,
Ingram,Edge,41.1.1,,,,,
Ingram,Edge,41.1.1,Mico.bic,20,,,
Ingram,Edge,41.1.1,Cass.fil,1,,,
Ingram,Edge,41.1.1,Meto.tox,5,,,
Ingram,Edge,41.1.1,Myrs.cub,10,,,
Ingram,Edge,41.1.1,Rhyn.flo,10,,,
Ingram,Edge,41.1.1,Schi.ter,25,,,
Ingram,Edge,41.1.1,Trag.sax,1,,,
Ingram,Edge,41.1.1,Smil.hav,1,,,
Ingram,Edge,41.1.1,Phyl.pen,1,,,
Ingram,Edge,41.1.1,Rhyn.ren,1,,,
Ingram,Edge,41.1.1,Jasm.dic,1,,,
Ingram,Edge,41.1.1,Agal.fas,1,,,
Ingram,Edge,41.1.1,Pasp.blo,1,,,
Ingram,Edge,41.1.1,Albi.leb,1,,,
Ingram,Edge,41.1.1,Pass.sub,1,,,
Ingram,Edge,41.1.10,Jacq.cur,,,,
Ingram,Edge,41.1.10,Rhus.cop,,,,
Ingram,Edge,41.1.10,Pter.aqu,,,,
Ingram,Edge,41.1.10,Sere.rep,,,,
Ingram,Edge,41.1.10,Anem.adi,,,,
Ingram,Edge,41.1.10,Crot.pum,,,,
Ingram,Edge,41.1.10,Sorg.sec,,,,
Ingram,Edge,41.1.10,Mori.roy,,,,
Ingram,Edge,41.1.10,Symp.adn,,,,
Ingram,Edge,41.1.10,Piri.cis,,,,
Ingram,Edge,41.1.10,Cham.dee,,,,
Ingram,Edge,41.1.10,Lant.inv,,,,
Ingram,Edge,41.1.10,Soli.odo,,,,
Ingram,Edge,41.1.10,Chro.odo,,,,
Ingram,Edge,41.1.10,Pass.bif,,,,
Ingram,Edge,41.1.10,Anga.ber,,,,
Ingram,Edge,41.1.10,Liat.ten,,,,
Ingram,Edge,41.4.1,,,,,
Ingram,Edge,41.4.1,Guet.sca,10,,,
Ingram,Edge,41.4.1,Trag.sax,1,,,
Ingram,Edge,41.4.1,Schi.san,20,,,
Ingram,Edge,41.4.1,Pasp.blo,1,,,
Ingram,Edge,41.4.1,pass.sub,1,,,
Ingram,Edge,41.4.1,Cass.fil,1,,,
Ingram,Edge,41.4.1,Soli.odo,1,,,
Ingram,Edge,41.4.1,Swie.mah,1,,,
Ingram,Edge,41.4.1,Phyl.pen,1,,,
Ingram,Edge,41.4.1,Symp.adn,1,,,
Ingram,Edge,41.4.1,Liat.ten,1,,,
Ingram,Edge,41.4.1,Crot.pum,1,,,
Ingram,Edge,41.4.1,Rhus.cop,1,,,
Ingram,Edge,41.4.1,Pter.aqu,1,,,
,,,Saba.pal,,,,
Ingram,Edge,41.1.10,Sere.rep,,,,
Ingram,Edge,41.1.10,Meto.tox,,,,
Ingram,Edge,41.1.10,Cham.dee,,,,
Ingram,Edge,41.1.10,Piri.cis,,,,
Ingram,Edge,41.1.10,Rhyn.flo,,,,
Ingram,Edge,41.1.10,Cros.ili,,,,
Ingram,Edge,41.1.10,Rhyn.ren,,,,
Ingram,Edge,41.1.10,Echi.umb,,,,
Ingram,Edge,41.1.10,Gali.ber,,,,
Ingram,Edge,41.1.10,Agal.fas,,,,
Ingram,Edge,41.1.10,Sorg.sec,,,,
Ingram,Edge,41.1.10,Myrs.cub,,,,
Ingram,Edge,41.1.10,Mico.bic,,,,
Ingram,Edge,41.1.10,Smil.hav,,,,
Ingram,Edge,41.1.10,Anga.ber,,,,
Ingram,Edge,41.1.10,Smil.aur,,,,
Ingram,Edge,41.1.10,Anem.adi,,,,
Ingram,Edge,41.1.10,Lant.inv,,,,
Ingram,Edge,41.1.10,Rand.acu,,,,
Ingram,Edge,41.1.10,Zami.int,,,,
Ingram,Edge,41,Cocc.arg,,,,
Ingram,Edge,41,Acal.cha,,,,
Ingram,Edge,41,Koan.vil,,,,
Ingram,Edge,41,Schi.gra,,,,
Ingram,Edge,41,Toxi.rad,,,,
Ingram,Edge,41,Gala.sma,,,,
Ingram,Edge,41,Lant.dep,,,,
Ingram,Edge,41,Ardi.esc,,,,
Ingram,Edge,41,Gali.ber,,,,
Ingram,Edge,41,Andr.glo,,,,
Ingram,Edge,41,Chap.alb,,,,
Ingram,Edge,41,Viti.rot,,,,
Ingram,Edge,41,Rand.acu,,,,
Ingram,Edge,41,Hier.meg,,,,
Ingram,Lawn,31.1.1,,,,,
Ingram,Lawn,31.1.1,Sida.ulm,10,,,
Ingram,Lawn,31.1.1,Bide.alb,10,,,
Ingram,Lawn,31.1.1,Part.hys,5,,,
Ingram,Lawn,31.1.1,Digi.cil,10,,,
Ingram,Lawn,31.1.1,Pasp.fim,1,,,
Ingram,Lawn,31.1.1,Cyno.dac,5,,,
Ingram,Lawn,31.1.1,Spor.ind,5,,,
Ingram,Lawn,31.1.1,Cham.pro,1,,,
Ingram,Lawn,31.1.1,Cham.hir,1,,,
Ingram,Lawn,31.1.1,Cham.opt,1,,,
Ingram,Lawn,31.1.1,Ruel.cil,1,,,
Ingram,Lawn,31.1.1,Merr.tub,1,,,
Ingram,Lawn,31.1.1,Uroc.max,5,,,
Ingram,Lawn,31.1.10,Pasp.con,,,,
Ingram,Lawn,31.1.10,Ipom.hed,,,,
Ingram,Lawn,31.1.10,Cham.hyp,,,,
Ingram,Lawn,31.1.10,Spor.pyr,,,,
Ingram,Lawn,31.1.10,Cusc.sp.,,,,
Ingram,Lawn,31.1.10,Crot.pal,,,,
Ingram,Lawn,31.1.10,Euph.het,,,,
Ingram,Lawn,31.1.10,Euph.gra,,,,
Ingram,Lawn,31.1.10,Ipom.sp.,,,,
Ingram,Lawn,31.1.10,Uroc.dis,,,,
Ingram,Lawn,31.4.1,,,,,
Ingram,Lawn,31.4.1,Momo.cha,50,,,
Ingram,Lawn,31.4.1,Merr.tub,10,,,
Ingram,Lawn,31.4.1,Digi.sp.,1,,,
Ingram,Lawn,31.4.1,Sida.rho,1,,,
Ingram,Lawn,31.4.1,Cham.hyp,1,,,
Ingram,Lawn,31.4.10,Rhyn.min,,,,
Ingram,Lawn,31.4.10,Sida.ulm,,,,
Ingram,Lawn,31.4.10,Rhus.cop,,,,
Ingram,Lawn,31.4.10,Abru.pre,,,,
Ingram,Lawn,31.4.10,Euph.het,,,,
Ingram,Lawn,31.4.10,Crot.pal,,,,
Ingram,Lawn,31.4.10,Indi.spi,,,,
Ingram,Lawn,31.4.10,Bide.alb,,,,
Ingram,Lawn,31.4.10,Digi.cil,,,,
Ingram,Lawn,31.4.10,Uroc.dis,,,,
Ingram,Lawn,31.4.10,unkn. Dico,,,,
Ingram,Lawn,31.4.10,Ipom.hed,,,,
Ingram,Lawn,31.4.10,Trid.pro,,,,
Ingram,Lawn,31.4.10,Cham.opt,,,,
Ingram,Lawn,31,Sola.ame,,,,
Ingram,Lawn,31,Eleu.ind,,,,
Ingram,Lawn,31,Euph.cya,,,,
Ingram,Lawn,31,Cham.sp.,,,,
Ingram,Lawn,31,Acal.set,,,,
Ingram,Lawn,31,Port.ole,,,,
Ingram,Lawn,31,Euph.gra,,,,
Ingram,Lawn,31,Digi.sp.,,,,
Ingram,Lawn,31,Seta.par,,,,
Ingram,Lawn,31,Chlo.rad,,,,
Ingram,Lawn,31,Jasm.dic,,,,
Ingram,Lawn,31,Sonc.asp,,,,
Ingram,Lawn,32.2.1,,,,,
Ingram,Lawn,32.2.1,Bide.alb,15,,,
Ingram,Lawn,32.2.1,Sida.ulm,10,,,
Ingram,Lawn,32.2.1,Part.hys,5,,,
Ingram,Lawn,32.2.1,Spor.pyr,5,,,
Ingram,Lawn,32.2.1,Priv.lap,1,,,
Ingram,Lawn,32.2.1,Euph.gra,1,,,
Ingram,Lawn,32.2.1,Cham.opt,1,,,
Ingram,Lawn,32.2.1,Merr.tub,1,,,
Ingram,Lawn,32.2.1,Ruel.cil,1,,,
Ingram,Lawn,32.2.1,Eleu.ind,1,,,
Ingram,Lawn,32.2.1,Pasp.fim,5,,,
Ingram,Lawn,32.2.1,Digi.cil,5,,,
Ingram,Lawn,32.2.1,Pasp.con,1,,,
Ingram,Lawn,32.2.10,Uroc.max,,,,
Ingram,Lawn,32.2.10,Chlo.rad,,,,
Ingram,Lawn,32.2.10,Uroc.dis,,,,
Ingram,Lawn,32.2.10,Euph.het,,,,
Ingram,Lawn,32.2.10,Cham.hyp,,,,
Ingram,Lawn,32.2.10,Cham.hir,,,,
Ingram,Lawn,32.2.10,Pasp.pan,,,,
Ingram,Lawn,32.2.10,Rhyn.min,,,,
Ingram,Lawn,32.2.10,Ipom.hed,,,,
Ingram,Lawn,32.2.10,Crot.pum,,,,
Ingram,Lawn,32.2.10,Indi.spi,,,,
Ingram,Lawn,32.4.1,,,,,
Ingram,Lawn,32.4.1,Bide.alb,10,,,
Ingram,Lawn,32.4.1,Momo.cha,40,,,
Ingram,Lawn,32.4.1,Merr.tub,5,,,
Ingram,Lawn,32.4.1,Euph.gra,1,,,
Ingram,Lawn,32.4.1,Cham.hyp,1,,,
Ingram,Lawn,32.4.1,Rhyn.min,5,,,
Ingram,Lawn,32.4.1,Euph.cya,1,,,
Ingram,Lawn,32.4.1,Sola.ame,1,,,
Ingram,Lawn,32.4.1,Sida.rho,1,,,
Ingram,Lawn,32.4.1,Abru.pre,1,,,
Ingram,Lawn,32.4.1,Digi.cil,1,,,
Ingram,Lawn,32.4.1,Jasm.dic,1,,,
Ingram,Lawn,32.4.10,Sida.ulm,,,,
Ingram,Lawn,32.4.10,Euph.het,,,,
Ingram,Lawn,32.4.10,Acal.ost,,,,
Ingram,Lawn,32.4.10,Indi.spi,,,,
Ingram,Lawn,32.4.10,Uroc.sp.,,,,
Ingram,Lawn,32,Ipom.sp.,,,,
Ingram,Lawn,32,Digi.sp.,,,,
Ingram,Lawn,32,Acal.set,,,,
Ingram,Lawn,32,Crot.pal,,,,
Ingram,Lawn,32,Acal.ale,,,,
Ingram,Lawn,32,Uroc.sp.,,,,
Ingram,Lawn,32,Cenc.ech,,,,
Ingram,Lawn,32,Cham.hir,,,,
Ingram,Lawn,40.1.1,,,,,
Ingram,Lawn,40.1.1,Merr.tub,,,,
Ingram,Lawn,40.1.1,Ipom.hed,,,,
Ingram,Lawn,40.1.1,Crot.pal,,,,
Ingram,Lawn,40.1.1,Acal.set,,,,
Ingram,Lawn,40.1.1,Rhus.cop,,,,
Ingram,Lawn,40.1.1,Euph.het,,,,
Ingram,Lawn,40.1.1,Momo.cha,,,,
Ingram,Lawn,40.1.1,Sida.rho,,,,
Ingram,Lawn,40.1.1,Cham.hyp,,,,
Ingram,Lawn,40.1.10,Sida.ulm,,,,
Ingram,Lawn,40.1.10,Bide.alb,,,,
Ingram,Lawn,40.1.10,Digi.cil,,,,
Ingram,Lawn,40.1.10,Sola.ame,,,,
Ingram,Lawn,40.1.10,Cham.pro,,,,
Ingram,Lawn,40.1.10,Rhyn.min,,,,
Ingram,Lawn,40.1.10,Jasm.dic,,,,
Ingram,Lawn,40.1.10,Cari.pap,,,,
Ingram,Lawn,40.1.10,unkn. Dico,,,,
Ingram,Lawn,40.1.10,Euph.sp.,,,,
Ingram,Lawn,40.1.10,Cham.opt,,,,
Ingram,Lawn,40.1.10,Pass.sub,,,,
Ingram,Lawn,40.1.10,Uroc.max ,,,,
Ingram,Lawn,40.1.10,Indi.spi,,,,
Ingram,Lawn,40.1.10,Albi.leb,,,,
Ingram,Lawn,40.3.1,,,,,
Ingram,Lawn,40.3.1,Merr.tub,,,,
Ingram,Lawn,40.3.1,Momo.cha,,,,
Ingram,Lawn,40.3.1,Bide.alb,,,,
Ingram,Lawn,40.3.1,Rhyn.min,,,,
Ingram,Lawn,40.3.1,Cham.hyp,,,,
Ingram,Lawn,40.3.1,Rhus.cop,,,,
Ingram,Lawn,40.3.1,unkn. Dico,,,,
Ingram,Lawn,40.3.1,Abru.pre,,,,
Ingram,Lawn,40.3.1,Sida.rho,,,,
Ingram,Lawn,40.3.1,Pasp.fim,,,,
Ingram,Lawn,40.3.1,Euph.sp.,,,,
Ingram,Lawn,40.3.1,Sida.ulm,,,,
Ingram,Lawn,40.3.10,Uroc.dis,,,,
Ingram,Lawn,40.3.10,Albi.leb,,,,
Ingram,Lawn,40.3.10,Trem.mic,,,,
Ingram,Lawn,40.3.10,Jasm.dic,,,,
Ingram,Lawn,40.3.10,Digi.sp.,,,,
Ingram,Lawn,40.3.10,Crot.pal,,,,
Ingram,Lawn,40.3.10,Ipom.sp.,,,,
Ingram,Lawn,40.3.10,Ipom.hed,,,,
Ingram,Lawn,40.3.10,Euph.gra,,,,
Ingram,Lawn,40.3.10,Pass.sub,,,,
Ingram,Lawn,40.3.10,Euph.cya,,,,
Ingram,Lawn,40.3.10,Euph.het,,,,
Ingram,Lawn,40,Euph.gra,,,,
Ingram,Lawn,40,Part.hys,,,,
Ingram,Lawn,40,Echi.col,,,,
Ingram,Lawn,40,Digi.sp.,,,,
Ingram,Lawn,40,Eleu.ind,,,,
Ingram,Lawn,40,Uroc.sp.,,,,
Ingram,Lawn,40,Meli.rep,,,,
Ingram,Lawn,40,Cham.hys,,,,
Ingram,Lawn,40,Abru.pre,,,,
Ingram,Lawn,41.1.1,,,,,
Ingram,Lawn,41.1.1,Rhus.cop,1,,,
Ingram,Lawn,41.1.1,Sida.ulm,5,,,
Ingram,Lawn,41.1.1,Momo.cha,15,,,
Ingram,Lawn,41.1.1,Cham.hyp,5,,,
Ingram,Lawn,41.1.1,unkn. Dico,1,,,
Ingram,Lawn,41.1.1,Sida.rho,1,,,
Ingram,Lawn,41.1.1,Bide.alb,1,,,
Ingram,Lawn,41.1.1,Euph.sp.,1,,,
Ingram,Lawn,41.1.1,Cham.sp.,1,,,
Ingram,Lawn,41.1.1,Abru.pre,1,,,
Ingram,Lawn,41.1.10,Part.hys,,,,
Ingram,Lawn,41.1.10,Merr.tub,,,,
Ingram,Lawn,41.1.10,Chro.odo,,,,
Ingram,Lawn,41.1.10,Rhyn.min,,,,
Ingram,Lawn,41.1.10,Digi.cil,,,,
Ingram,Lawn,41.1.10,Crot.pum,,,,
Ingram,Lawn,41.1.10,Indi.spi,,,,
Ingram,Lawn,41.1.10,Euph.cya,,,,
Ingram,Lawn,41.1.10,Sola.ame,,,,
Ingram,Lawn,41.1.10,Crot.pal,,,,
Ingram,Lawn,41.1.10,Eleu.ind,,,,
Ingram,Lawn,41.1.10,Cham.hir,,,,
Ingram,Lawn,41.1.10,Cham.hyp,,,,
Ingram,Lawn,41.1.10,Smil.hav,,,,
Ingram,Lawn,41.1.10,Trem.mic,,,,
Ingram,Lawn,41.1.10,Meli.rep,,,,
Ingram,Lawn,41.1.10,Viti.rot,,,,
Ingram,Lawn,41.4.1,,,,,
Ingram,Lawn,41.4.1,Bide.alb,5,,,
Ingram,Lawn,41.4.1,Momo.cha,50,,,
Ingram,Lawn,41.4.1,Rhyn.min,10,,,
Ingram,Lawn,41.4.1,Euph.gra,1,,,
Ingram,Lawn,41.4.1,Cham.hyp,5,,,
Ingram,Lawn,41.4.1,Sola.ame,1,,,
Ingram,Lawn,41.4.1,Acal.set,1,,,
Ingram,Lawn,41.4.1,Digi.sp.,1,,,
Ingram,Lawn,41.4.1,Abru.pre,1,,,
Ingram,Lawn,41.4.1,Sida.rho,1,,,
Ingram,Lawn,41.4.1,Cham.opt,1,,,
Ingram,Lawn,41.4.1,Crot.pal,1,,,
Ingram,Lawn,41.4.1,Sida.ulm,1,,,
Ingram,Lawn,41.4.10,Merr.tub,,,,
Ingram,Lawn,41.4.10,Jasm.dic,,,,
Ingram,Lawn,41.4.10,Digi.cil,,,,
Ingram,Lawn,41.4.10,Euph.het,,,,
Ingram,Lawn,41.4.10,Emil.fos,,,,
Ingram,Lawn,41.4.10,Sola.ame,,,,
Ingram,Lawn,41,Cari.pap,,,,
Ingram,Lawn,41,Pass.bif,,,,
Ingram,Lawn,41,Pass.sub,,,,
Ingram,Lawn,41,Rhus.cop,,,,
Ingram,Lawn,41,Digi.sp.,,,,
Ingram,Lawn,41,Cham.hir,,,,
Ingram,Lawn,41,Ipom.hed,,,,
